sample,thin_sample,who,part,digits,value
90,90,monkeys,1,None,0.023436
90,90,monkeys,2,None,0.136240
91,91,monkeys,0,None,0.003271
91,91,monkeys,1,None,0.036660
91,91,monkeys,2,None,0.129713
92,92,monkeys,0,None,0.003787
92,92,monkeys,1,None,0.037661
92,92,monkeys,2,None,0.141048
93,93,monkeys,0,None,0.001831
93,93,monkeys,1,None,0.028813
93,93,monkeys,2,None,0.158350
94,94,monkeys,0,None,0.003913
94,94,monkeys,1,None,0.029050
94,94,monkeys,2,None,0.174734
95,95,monkeys,0,None,0.007894
95,95,monkeys,1,None,0.033558
95,95,monkeys,2,None,0.160732
96,96,monkeys,0,None,0.018198
96,96,monkeys,1,None,0.047495
96,96,monkeys,2,None,0.154855
97,97,monkeys,0,None,0.005007
97,97,monkeys,1,None,0.043842
97,97,monkeys,2,None,0.163700
98,98,monkeys,0,None,0.003334
98,98,monkeys,1,None,0.026494
98,98,monkeys,2,None,0.166601
99,99,monkeys,0,None,0.023557
99,99,monkeys,1,None,0.044454
99,99,monkeys,2,None,0.169203
100,100,monkeys,0,None,0.009883
100,100,monkeys,1,None,0.037380
100,100,monkeys,2,None,0.146931
101,101,monkeys,0,None,0.011436
101,101,monkeys,1,None,0.032140
101,101,monkeys,2,None,0.177769
102,102,monkeys,0,None,0.004743
102,102,monkeys,1,None,0.038671
102,102,monkeys,2,None,0.176999
103,103,monkeys,0,None,0.013245
103,103,monkeys,1,None,0.043504
103,103,monkeys,2,None,0.165894
104,104,monkeys,0,None,0.011743
104,104,monkeys,1,None,0.039690
104,104,monkeys,2,None,0.164482
105,105,monkeys,0,None,0.006441
105,105,monkeys,1,None,0.034063
105,105,monkeys,2,None,0.170052
106,106,monkeys,0,None,0.004301
106,106,monkeys,1,None,0.063150
106,106,monkeys,2,None,0.201527
107,107,monkeys,0,None,0.009092
107,107,monkeys,1,None,0.019295
107,107,monkeys,2,None,0.161711
108,108,monkeys,0,None,0.002373
108,108,monkeys,1,None,0.054177
108,108,monkeys,2,None,0.178575
109,109,monkeys,0,None,0.009783
109,109,monkeys,1,None,0.028490
109,109,monkeys,2,None,0.169988
110,110,monkeys,0,None,0.008584
110,110,monkeys,1,None,0.038246
110,110,monkeys,2,None,0.160076
111,111,monkeys,0,None,0.008501
111,111,monkeys,1,None,0.037971
111,111,monkeys,2,None,0.158746
112,112,monkeys,0,None,0.010585
112,112,monkeys,1,None,0.030472
112,112,monkeys,2,None,0.157325
113,113,monkeys,0,None,0.006836
113,113,monkeys,1,None,0.040905
113,113,monkeys,2,None,0.182930
114,114,monkeys,0,None,0.014986
